Position, S(T), Opt Price, PDF, , U=0.05,D= -0.05,R= 0, N=100,K= 100
0,0.592053,0,7.88861e-31
1,0.654374,0,7.88861e-29
2,0.723256,0,3.90486e-27
3,0.799388,0,1.27559e-25
4,0.883534,0,3.0933e-24
5,0.976538,0,5.93914e-23
6,1.07933,0,9.40364e-22
7,1.19294,0,1.26277e-20
8,1.31852,0,1.46797e-19
9,1.45731,0,1.5006e-18
10,1.61071,0,1.36554e-17
11,1.78026,0,1.11726e-16
12,1.96765,0,8.28636e-16
13,2.17478,0,5.60923e-15
14,2.4037,0,3.48574e-14
15,2.65672,0,1.99849e-13
16,2.93638,0,1.0617e-12
17,3.24547,0,5.24603e-12
18,3.5871,0,2.419e-11
19,3.96469,0,1.04399e-10
20,4.38202,0,4.22816e-10
21,4.84329,0,1.61073e-09
22,5.35311,0,5.78398e-09
23,5.91659,0,1.96152e-08
24,6.53939,0,6.29322e-08
25,7.22775,0,1.91314e-07
26,7.98856,0,5.51867e-07
27,8.82946,0,1.51252e-06
28,9.75888,0,3.94337e-06
29,10.7861,0,9.79043e-06
30,11.9215,0,2.31707e-05
31,13.1764,0,5.23209e-05
32,14.5634,0,0.000112817
33,16.0964,0,0.000232471
34,17.7907,0,0.000458105
35,19.6635,0,0.000863856
36,21.7333,0,0.00155974
37,24.021,0,0.00269793
38,26.5495,0,0.00447288
39,29.3442,0,0.00711073
40,32.4331,0,0.0108439
41,35.8471,0,0.0158691
42,39.6205,0,0.0222923
43,43.7911,0,0.0300686
44,48.4006,0,0.0389526
45,53.4954,0,0.0484743
46,59.1265,0,0.0579584
47,65.3504,0,0.0665905
48,72.2294,0,0.073527
49,79.8325,0,0.0780287
50,88.2359,0,0.0795892
51,97.5239,0,0.0780287
52,107.79,7.78954,0.073527
53,119.136,19.1358,0.0665905
54,131.676,31.6764,0.0579584
55,145.537,45.5371,0.0484743
56,160.857,60.8568,0.0389526
57,177.789,77.7891,0.0300686
58,196.504,96.5037,0.0222923
59,217.188,117.188,0.0158691
60,240.05,140.05,0.0108439
61,265.319,165.319,0.00711073
62,293.247,193.247,0.00447288
63,324.115,224.115,0.00269793
64,358.232,258.232,0.00155974
65,395.941,295.941,0.000863856
66,437.619,337.619,0.000458105
67,483.684,383.684,0.000232471
68,534.598,434.598,0.000112817
69,590.872,490.872,5.23209e-05
70,653.069,553.069,2.31707e-05
71,721.813,621.813,9.79043e-06
72,797.793,697.793,3.94337e-06
73,881.772,781.772,1.51252e-06
74,974.59,874.59,5.51867e-07
75,1077.18,977.178,1.91314e-07
76,1190.57,1090.57,6.29322e-08
77,1315.89,1215.89,1.96152e-08
78,1454.4,1354.4,5.78398e-09
79,1607.5,1507.5,1.61073e-09
80,1776.71,1676.71,4.22816e-10
81,1963.73,1863.73,1.04399e-10
82,2170.44,2070.44,2.419e-11
83,2398.91,2298.91,5.24603e-12
84,2651.42,2551.42,1.0617e-12
85,2930.52,2830.52,1.99849e-13
86,3238.99,3138.99,3.48574e-14
87,3579.94,3479.94,5.60923e-15
88,3956.78,3856.78,8.28636e-16
89,4373.28,4273.28,1.11726e-16
90,4833.63,4733.63,1.36554e-17
91,5342.43,5242.43,1.5006e-18
92,5904.79,5804.79,1.46797e-19
93,6526.35,6426.35,1.26277e-20
94,7213.33,7113.33,9.40364e-22
95,7972.63,7872.63,5.93914e-23
96,8811.85,8711.85,3.0933e-24
97,9739.41,9639.41,1.27559e-25
98,10764.6,10664.6,3.90486e-27
99,11897.7,11797.7,7.88861e-29
100,13150.1,13050.1,7.88861e-31
